page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
1122,jeanne-marie beaubier (earth-616),\/jeanne-marie_beaubier_(earth-616),secret identity,good characters,blue eyes,black hair,female characters,,living characters,203,apr-79,1979
1027,carl creel (earth-616),\/carl_creel_(earth-616),public identity,bad characters,blue eyes,bald,male characters,,living characters,202,apr-64,1964
18854,gloria grant (earth-616),\/gloria_grant_(earth-616),no dual identity,,brown eyes,black hair,female characters,,living characters,202,jan-75,1975
2528,michael twoyoungmen (earth-616),\/michael_twoyoungmen_(earth-616),public identity,good characters,brown eyes,black hair,male characters,,living characters,200,apr-79,1979
119275,hope summers (earth-616),\/hope_summers_(earth-616),secret identity,good characters,green eyes,red hair,female characters,,living characters,200,jan-08,2008
2470,eric masterson (earth-616),\/eric_masterson_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,deceased characters,198,may-88,1988
1544,alexander power (earth-616),\/alexander_power_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,living characters,197,aug-84,1984
2501,matthew hawk (earth-616),\/matthew_hawk_(earth-616),secret identity,good characters,blue eyes,brown hair,male characters,,deceased characters,195,nov-62,1962
1888,jessica jones (earth-616),\/jessica_jones_(earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,,living characters,195,sep-63,1963
1215,frederick dukes (earth-616),\/frederick_dukes_(earth-616),public identity,bad characters,brown eyes,brown hair,male characters,,living characters,194,jan-64,1964
1204,eric brooks (earth-616),\/eric_brooks_(earth-616),public identity,good characters,brown eyes,black hair,male characters,,living characters,194,jul-73,1973
1523,eros (earth-616),\/eros_(earth-616),public identity,good characters,blue eyes,red hair,male characters,,living characters,193,feb-73,1973
1232,madison jeffries (earth-616),\/madison_jeffries_(earth-616),no dual identity,good characters,brown eyes,black hair,male characters,,living characters,193,aug-83,1983
2099,mandarin (earth-616),\/mandarin_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,,deceased characters,190,feb-64,1964
2006,the wizard (earth-616),\/the_wizard_(earth-616),public identity,bad characters,hazel eyes,brown hair,male characters,,living characters,189,nov-62,1962
51769,akihiro (earth-616),\/akihiro_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,bisexual characters,living characters,189,oct-06,2006
1943,sergei kravinoff (earth-616),\/sergei_kravinoff_(earth-616),public identity,bad characters,brown eyes,black hair,male characters,,deceased characters,188,aug-64,1964
1315,jonothon starsmore (earth-616),\/jonothon_starsmore_(earth-616),secret identity,good characters,brown eyes,brown hair,male characters,,living characters,187,nov-94,1994
1142,helmut zemo (earth-616),\/helmut_zemo_(earth-616),public identity,bad characters,blue eyes,blond hair,male characters,,living characters,184,dec-73,1973
15901,victor borkowski (earth-616),\/victor_borkowski_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,homosexual characters,living characters,184,aug-03,2003
4368,edward leeds (earth-616),\/edward_leeds_(earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,,deceased characters,181,nov-64,1964
1576,ultron (earth-616),\/ultron_(earth-616),no dual identity,bad characters,red eyes,no hair,male characters,,deceased characters,181,jul-68,1968
1386,douglas ramsey (earth-616),\/douglas_ramsey_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,living characters,181,mar-84,1984
2715,quentin beck (earth-616),\/quentin_beck_(earth-616),secret identity,bad characters,blue eyes,bald,male characters,,living characters,180,jun-64,1964
1822,herbert wyndham (earth-616),\/herbert_wyndham_(earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,,living characters,179,nov-66,1966
39324,julian keller (earth-616),\/julian_keller_(earth-616),public identity,good characters,blue eyes,black hair,male characters,,living characters,179,aug-03,2003
1981,jack russell (earth-616),\/jack_russell_(earth-616),secret identity,good characters,blue eyes,red hair,male characters,,living characters,178,feb-72,1972
39972,celeste cuckoo (earth-616),\/celeste_cuckoo_(earth-616),secret identity,good characters,blue eyes,blond hair,female characters,,living characters,177,nov-01,2001
1354,valentina allegra de fontaine (earth-616),\/valentina_allegra_de_fontaine_(earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,,living characters,176,aug-67,1967
2065,ophelia sarkissian (earth-616),\/ophelia_sarkissian_(earth-616),secret identity,bad characters,green eyes,black hair,female characters,,living characters,175,feb-69,1969
1344,colleen wing (earth-616),\/colleen_wing_(earth-616),public identity,good characters,blue eyes,auburn hair,female characters,,living characters,175,nov-74,1974
57563,irma cuckoo (earth-616),\/irma_cuckoo_(earth-616),secret identity,good characters,blue eyes,black hair,female characters,,living characters,175,nov-01,2001
1184,sebastian shaw (earth-616),\/sebastian_shaw_(earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,,living characters,174,jan-80,1980
57564,phoebe cuckoo (earth-616),\/phoebe_cuckoo_(earth-616),secret identity,good characters,blue eyes,blond hair,female characters,,living characters,174,nov-01,2001
2376,sage (earth-616),\/sage_(earth-616),secret identity,good characters,blue eyes,black hair,female characters,,living characters,172,apr-80,1980
2115,valeria richards (earth-616),\/valeria_richards_(earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,,living characters,171,feb-02,2002
194870,donald blake (earth-616),\/donald_blake_(earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,,living characters,170,aug-62,1962
1809,hela (earth-616),\/hela_(earth-616),secret identity,bad characters,green eyes,black hair,female characters,,deceased characters,170,mar-64,1964
2024,lilandra neramani (earth-616),\/lilandra_neramani_(earth-616),no dual identity,good characters,orange eyes,black hair,female characters,,deceased characters,170,feb-76,1976
1760,henry gyrich (earth-616),\/henry_gyrich_(earth-616),no dual identity,bad characters,green eyes,red hair,male characters,,living characters,170,nov-77,1977
4877,dwayne taylor (earth-616),\/dwayne_taylor_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,deceased characters,169,dec-89,1989
7975,harold hogan (earth-616),\/harold_hogan_(earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,,deceased characters,166,sep-63,1963
15257,redwing (earth-616),\/redwing_(earth-616),public identity,,yellow eyes,,male characters,,living characters,165,sep-69,1969
1399,christopher powell (earth-616),\/christopher_powell_(earth-616),secret identity,good characters,brown eyes,brown hair,male characters,,living characters,165,mar-91,1991
2178,harvey elder (earth-616),\/harvey_elder_(earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,,living characters,164,nov-61,1961
1140,wolfgang von strucker (earth-616),\/wolfgang_von_strucker_(earth-616),public identity,bad characters,blue eyes,bald,male characters,,deceased characters,164,jan-64,1964
2015,dirk garthwaite (earth-616),\/dirk_garthwaite_(earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,,living characters,164,jan-68,1968
2271,pip gofern (earth-616),\/pip_gofern_(earth-616),secret identity,good characters,green eyes,red hair,male characters,,living characters,163,apr-75,1975
2428,tony masters (earth-616),\/tony_masters_(earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,,living characters,163,may-80,1980
19592,david lieberman (earth-616),\/david_lieberman_(earth-616),secret identity,neutral characters,green eyes,brown hair,male characters,,deceased characters,163,nov-87,1987
1756,james hudson (earth-616),\/james_hudson_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,living characters,161,feb-78,1978
1874,miles warren (earth-616),\/miles_warren_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,160,dec-65,1965
1715,kallark (earth-616),\/kallark_(earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,,living characters,160,oct-77,1977
1084,en sabah nur (earth-616),\/en_sabah_nur_(earth-616),public identity,bad characters,red eyes,black hair,male characters,,deceased characters,160,jun-86,1986
2624,shiro yoshida (earth-616),\/shiro_yoshida_(earth-616),public identity,good characters,black eyes,black hair,male characters,,living characters,158,jan-70,1970
2554,silver sablinova (earth-616),\/silver_sablinova_(earth-616),secret identity,good characters,blue eyes,silver hair,female characters,,deceased characters,158,jun-85,1985
5398,elvin haliday (earth-616),\/elvin_haliday_(earth-616),secret identity,good characters,brown eyes,bald,male characters,,living characters,158,nov-90,1990
25255,james bradley (earth-616),\/james_bradley_(earth-616),secret identity,good characters,blue eyes,black hair,male characters,,living characters,158,,
2168,calvin zabo (earth-616),\/calvin_zabo_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,living characters,157,dec-63,1963
1226,frederick myers (earth-616),\/frederick_myers_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,living characters,157,jul-66,1966
2105,mantis (earth-616),\/mantis_(earth-616),secret identity,good characters,green eyes,black hair,female characters,,living characters,156,jun-73,1973
1057,marlene alraune (earth-616),\/marlene_alraune_(earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,,living characters,156,jun-76,1976
1435,rachel leighton (earth-616),\/rachel_leighton_(earth-616),secret identity,good characters,green eyes,brown hair,female characters,,living characters,156,oct-85,1985
119342,veranke (earth-616),\/veranke_(earth-616),no dual identity,bad characters,green eyes,green hair,female characters,,deceased characters,156,jan-05,2005
2170,nathaniel essex (earth-616),\/nathaniel_essex_(earth-616),secret identity,bad characters,red eyes,black hair,male characters,,living characters,155,sep-87,1987
1450,anthony druid (earth-616),\/anthony_druid_(earth-616),public identity,good characters,green eyes,black hair,male characters,,deceased characters,153,jun-61,1961
68280,cassandra lang (earth-616),\/cassandra_lang_(earth-616),public identity,good characters,blue eyes,blond hair,female characters,,deceased characters,153,apr-79,1979
1163,beta ray bill (earth-616),\/beta_ray_bill_(earth-616),no dual identity,good characters,white eyes,no hair,male characters,,living characters,153,nov-83,1983
1958,samuel sterns (earth-616),\/samuel_sterns_(earth-616),public identity,bad characters,red eyes,black hair,male characters,,deceased characters,152,dec-64,1964
1961,leech (earth-616),\/leech_(earth-616),secret identity,good characters,white eyes,no hair,male characters,,living characters,152,mar-84,1984
2422,glenn talbot (earth-616),\/glenn_talbot_(earth-616),no dual identity,neutral characters,blue eyes,brown hair,male characters,,deceased characters,151,nov-64,1964
